,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Cluster
1108,Graduation,Partner,71819.0,0.0,1.0,2013-08-28,70.0,1224.0,28.0,140.0,0.0,14.0,168.0,3.0,3.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,53.0,2
1109,PhD,Partner,33569.0,1.0,0.0,2013-10-16,10.0,16.0,2.0,18.0,3.0,0.0,24.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,41.0,2
1110,Master,Partner,36262.0,0.0,0.0,2013-09-20,24.0,88.0,39.0,54.0,64.0,28.0,153.0,1.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,41.0,1
1111,UnderGraduate,Partner,22634.0,0.0,0.0,2013-01-16,47.0,2.0,23.0,11.0,8.0,6.0,46.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1
1112,UnderGraduate,Partner,47025.0,0.0,1.0,2013-09-12,98.0,508.0,11.0,59.0,23.0,5.0,29.0,5.0,11.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0
1113,Graduation,Single,70566.0,0.0,1.0,2013-10-06,4.0,381.0,28.0,215.0,84.0,28.0,21.0,2.0,6.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1
1114,PhD,Partner,31605.0,1.0,0.0,2012-11-22,15.0,74.0,0.0,42.0,2.0,1.0,6.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0
1115,Master,Single,52034.0,1.0,1.0,2013-05-17,67.0,146.0,0.0,93.0,7.0,13.0,73.0,5.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2
1116,Graduation,Single,48526.0,1.0,0.0,2013-12-24,32.0,23.0,17.0,23.0,43.0,20.0,9.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0
1117,Graduation,Partner,46734.0,0.0,1.0,2012-11-18,40.0,110.0,5.0,137.0,26.0,23.0,29.0,2.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2
1118,Graduation,Single,39552.0,1.0,1.0,2012-12-18,54.0,165.0,3.0,147.0,4.0,24.0,41.0,7.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,0
1119,Graduation,Single,86358.0,1.0,1.0,2012-08-08,78.0,957.0,47.0,494.0,82.0,47.0,95.0,4.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2
1120,Graduation,Partner,46931.0,2.0,1.0,2014-04-24,94.0,41.0,0.0,17.0,3.0,1.0,16.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2
1121,UnderGraduate,Single,16581.0,0.0,0.0,2013-01-12,51.0,1.0,3.0,4.0,2.0,3.0,11.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0
1122,UnderGraduate,Single,63998.0,0.0,0.0,2013-12-20,42.0,176.0,29.0,818.0,0.0,33.0,112.0,1.0,7.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,2
1123,Master,Partner,67381.0,0.0,1.0,2013-01-15,67.0,815.0,8.0,53.0,11.0,0.0,70.0,4.0,2.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,73.0,0
1124,Graduation,Single,25930.0,1.0,1.0,2013-10-10,87.0,6.0,1.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2
1125,Graduation,Partner,42693.0,1.0,0.0,2014-06-07,29.0,8.0,4.0,20.0,6.0,3.0,16.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2
1126,Graduation,Partner,85606.0,0.0,1.0,2012-11-12,89.0,717.0,42.0,864.0,219.0,30.0,84.0,2.0,6.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,1
1127,Graduation,Single,72903.0,0.0,0.0,2013-10-29,74.0,1067.0,138.0,750.0,0.0,19.0,39.0,1.0,7.0,5.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,39.0,0
1128,UnderGraduate,Partner,49669.0,1.0,0.0,2014-05-24,97.0,166.0,5.0,107.0,11.0,8.0,29.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0
1129,PhD,Partner,36778.0,1.0,1.0,2012-08-05,63.0,29.0,4.0,34.0,2.0,4.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1
1130,PhD,Single,85696.0,0.0,0.0,2013-05-03,88.0,714.0,76.0,395.0,116.0,0.0,12.0,1.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,62.0,2
1131,Master,Single,10979.0,0.0,0.0,2014-05-22,34.0,8.0,4.0,10.0,2.0,2.0,4.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0
1132,Graduation,Partner,49678.0,0.0,1.0,2013-02-02,81.0,229.0,5.0,56.0,3.0,2.0,20.0,2.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0
1133,Master,Partner,56129.0,0.0,1.0,2013-06-20,65.0,320.0,48.0,133.0,39.0,72.0,48.0,4.0,6.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,1
1134,Graduation,Partner,37155.0,1.0,0.0,2013-01-31,51.0,23.0,0.0,26.0,7.0,15.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1
1135,UnderGraduate,Single,21282.0,1.0,0.0,2014-05-11,76.0,1.0,5.0,8.0,4.0,8.0,20.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0
1136,PhD,Single,33419.0,0.0,1.0,2013-08-17,76.0,56.0,0.0,12.0,0.0,0.0,18.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0
1137,Graduation,Single,63285.0,0.0,0.0,2013-11-05,84.0,508.0,124.0,249.0,50.0,38.0,134.0,1.0,6.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,1
1138,Master,Partner,21255.0,1.0,0.0,2014-01-21,56.0,29.0,0.0,25.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0
1139,Graduation,Partner,42162.0,1.0,0.0,2013-11-19,31.0,46.0,7.0,59.0,2.0,4.0,27.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,43.0,0
1140,Graduation,Partner,54450.0,1.0,1.0,2012-09-14,0.0,454.0,0.0,171.0,8.0,19.0,32.0,12.0,9.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2
1141,PhD,Partner,57744.0,0.0,1.0,2013-11-12,91.0,350.0,3.0,39.0,0.0,0.0,19.0,2.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0
1142,Graduation,Single,26576.0,1.0,0.0,2012-10-13,40.0,10.0,0.0,8.0,0.0,0.0,9.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,0
1143,PhD,Single,57513.0,0.0,0.0,2013-07-06,59.0,735.0,40.0,183.0,52.0,20.0,30.0,2.0,9.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0
1144,Graduation,Partner,68142.0,0.0,1.0,2012-08-29,96.0,897.0,126.0,196.0,91.0,112.0,37.0,3.0,10.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1
1145,Graduation,Partner,7500.0,0.0,1.0,2012-08-29,61.0,5.0,2.0,3.0,3.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0
1146,Graduation,Partner,83145.0,0.0,0.0,2012-09-22,14.0,777.0,35.0,731.0,39.0,137.0,114.0,1.0,5.0,9.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,0
1147,Master,Partner,54197.0,0.0,1.0,2014-04-03,16.0,162.0,6.0,37.0,6.0,13.0,13.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2
1148,PhD,Single,23091.0,1.0,1.0,2014-05-28,98.0,35.0,0.0,11.0,0.0,0.0,2.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2
1149,Graduation,Partner,46049.0,1.0,1.0,2013-07-21,11.0,342.0,9.0,112.0,19.0,14.0,19.0,10.0,5.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0
1150,Graduation,Partner,56715.0,0.0,0.0,2012-12-05,52.0,258.0,105.0,239.0,237.0,172.0,9.0,1.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2
1151,Graduation,Partner,79410.0,0.0,0.0,2014-05-29,19.0,658.0,80.0,483.0,123.0,13.0,13.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1
1152,Graduation,Partner,57304.0,0.0,1.0,2013-03-11,61.0,356.0,80.0,329.0,138.0,17.0,106.0,2.0,7.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0
1153,Graduation,Partner,44375.0,0.0,1.0,2014-03-23,73.0,213.0,5.0,28.0,7.0,7.0,41.0,1.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1
1154,Graduation,Partner,54450.0,1.0,1.0,2012-09-14,0.0,454.0,0.0,171.0,8.0,19.0,32.0,12.0,9.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0
1155,Graduation,Partner,59594.0,0.0,1.0,2012-10-20,74.0,457.0,4.0,29.0,0.0,0.0,9.0,1.0,8.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,0
1156,Graduation,Partner,80685.0,0.0,0.0,2012-08-22,55.0,241.0,45.0,604.0,34.0,26.0,54.0,1.0,6.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2
1157,PhD,Partner,40344.0,0.0,1.0,2013-10-13,48.0,210.0,0.0,6.0,0.0,0.0,2.0,2.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1
1158,Graduation,Partner,62710.0,0.0,1.0,2013-05-23,53.0,441.0,35.0,83.0,7.0,29.0,11.0,4.0,4.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1
1159,UnderGraduate,Partner,48985.0,0.0,1.0,2013-07-05,13.0,19.0,13.0,18.0,10.0,7.0,8.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1
1160,Graduation,Partner,35322.0,1.0,2.0,2012-08-22,34.0,28.0,9.0,37.0,12.0,7.0,13.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0
1161,Graduation,Partner,77142.0,0.0,0.0,2013-05-29,54.0,476.0,75.0,162.0,29.0,151.0,97.0,1.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,2
1162,Graduation,Single,81657.0,0.0,0.0,2014-01-22,69.0,364.0,40.0,425.0,158.0,60.0,50.0,1.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0
1163,UnderGraduate,Partner,14421.0,0.0,0.0,2014-02-17,81.0,0.0,0.0,2.0,3.0,3.0,8.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,1
1164,UnderGraduate,Partner,20130.0,0.0,0.0,2014-03-17,99.0,0.0,6.0,3.0,7.0,6.0,12.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0
1165,PhD,Partner,74214.0,0.0,0.0,2012-08-26,3.0,863.0,83.0,547.0,86.0,99.0,33.0,1.0,8.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2
1166,Master,Partner,66726.0,1.0,1.0,2014-01-12,61.0,349.0,7.0,35.0,0.0,0.0,47.0,3.0,8.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,0
1167,UnderGraduate,Partner,23724.0,1.0,0.0,2013-01-08,65.0,5.0,23.0,15.0,0.0,18.0,14.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0
1168,Master,Partner,47353.0,0.0,1.0,2013-11-13,93.0,184.0,2.0,19.0,8.0,8.0,4.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1
1169,Master,Partner,33444.0,1.0,1.0,2012-11-03,24.0,8.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1
1170,Graduation,Partner,54386.0,0.0,1.0,2013-05-17,8.0,277.0,21.0,64.0,62.0,21.0,25.0,2.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0
1171,Graduation,Single,28510.0,1.0,1.0,2013-04-13,72.0,44.0,5.0,19.0,0.0,4.0,19.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0
1172,Master,Single,90638.0,0.0,0.0,2014-02-13,29.0,1156.0,120.0,915.0,94.0,144.0,96.0,1.0,3.0,4.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,1
1173,Graduation,Partner,48070.0,0.0,1.0,2013-01-13,33.0,373.0,14.0,83.0,6.0,9.0,19.0,3.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2
1174,Graduation,Partner,43140.0,0.0,1.0,2013-01-05,68.0,134.0,8.0,76.0,6.0,0.0,11.0,1.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0
1175,PhD,Single,54959.0,0.0,1.0,2013-01-19,55.0,1148.0,0.0,60.0,0.0,0.0,24.0,3.0,9.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,63.0,0
1176,UnderGraduate,Single,15056.0,1.0,1.0,2013-05-03,76.0,6.0,12.0,3.0,21.0,6.0,40.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
1177,Graduation,Single,26954.0,1.0,0.0,2014-05-08,17.0,4.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2
1178,Graduation,Single,22327.0,1.0,0.0,2013-08-02,94.0,5.0,4.0,8.0,2.0,0.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0
1179,Graduation,Partner,44393.0,1.0,1.0,2013-08-22,86.0,24.0,2.0,20.0,2.0,2.0,10.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1
1180,PhD,Single,62000.0,0.0,1.0,2013-08-25,25.0,899.0,0.0,101.0,0.0,0.0,20.0,1.0,6.0,6.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,2
1181,PhD,Partner,31497.0,0.0,1.0,2012-12-06,22.0,108.0,1.0,28.0,13.0,1.0,4.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0
1182,UnderGraduate,Partner,45894.0,0.0,2.0,2014-02-27,15.0,27.0,2.0,7.0,0.0,2.0,13.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2
1183,Master,Single,78579.0,0.0,0.0,2012-12-22,35.0,816.0,66.0,549.0,216.0,66.0,99.0,1.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,0
1184,Master,Single,67369.0,0.0,1.0,2012-11-17,81.0,1298.0,0.0,70.0,37.0,14.0,42.0,4.0,7.0,4.0,10.0,0.0,1.0,1.0,0.0,0.0,1.0,55.0,0
1185,Graduation,Single,58401.0,0.0,1.0,2014-04-20,55.0,10.0,0.0,11.0,17.0,29.0,29.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0
1186,Graduation,Single,62307.0,0.0,1.0,2014-02-17,94.0,87.0,13.0,34.0,10.0,6.0,10.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0
1187,Master,Partner,43641.0,1.0,1.0,2013-04-22,50.0,57.0,2.0,51.0,4.0,2.0,23.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2
1188,Master,Single,63841.0,0.0,1.0,2013-04-21,64.0,635.0,15.0,100.0,20.0,7.0,131.0,1.0,9.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0
1189,UnderGraduate,Partner,46891.0,0.0,1.0,2013-09-01,91.0,43.0,12.0,23.0,29.0,15.0,61.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0
1190,Master,Partner,70091.0,1.0,0.0,2013-03-31,11.0,964.0,34.0,137.0,15.0,0.0,11.0,2.0,5.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,1
1191,PhD,Partner,78075.0,0.0,0.0,2014-04-05,72.0,572.0,8.0,259.0,34.0,35.0,80.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2
1192,UnderGraduate,Single,59184.0,0.0,1.0,2012-09-09,6.0,341.0,142.0,113.0,259.0,151.0,66.0,3.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0
1193,Graduation,Partner,54809.0,1.0,1.0,2013-09-11,0.0,63.0,6.0,57.0,13.0,13.0,22.0,4.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0
1194,Graduation,Partner,58113.0,0.0,1.0,2013-01-25,66.0,221.0,104.0,169.0,102.0,78.0,84.0,3.0,9.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0
1195,Master,Partner,51412.0,0.0,1.0,2013-12-31,42.0,140.0,3.0,29.0,4.0,5.0,14.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,2
1196,Graduation,Single,15287.0,1.0,0.0,2012-10-10,60.0,1.0,2.0,8.0,4.0,3.0,13.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,45.0,0
1197,Master,Partner,66636.0,0.0,0.0,2013-08-17,64.0,291.0,10.0,689.0,84.0,10.0,0.0,1.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,2
1198,Master,Partner,50965.0,0.0,1.0,2013-02-20,87.0,544.0,13.0,85.0,8.0,6.0,29.0,3.0,10.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,2
1199,PhD,Partner,84618.0,0.0,0.0,2013-11-22,96.0,684.0,100.0,801.0,21.0,66.0,0.0,1.0,6.0,9.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,1
1200,Graduation,Partner,18351.0,0.0,0.0,2013-10-29,1.0,1.0,12.0,9.0,0.0,14.0,7.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0
1201,PhD,Partner,40451.0,0.0,2.0,2014-02-16,54.0,35.0,0.0,4.0,0.0,0.0,10.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,1
1202,Graduation,Partner,36317.0,0.0,1.0,2013-05-22,53.0,87.0,3.0,25.0,3.0,2.0,13.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0
1203,Graduation,Partner,42213.0,0.0,1.0,2013-10-12,96.0,309.0,3.0,24.0,4.0,3.0,20.0,2.0,5.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,0
1204,Graduation,Partner,65748.0,0.0,1.0,2013-04-15,58.0,172.0,73.0,93.0,95.0,78.0,34.0,2.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,2
1205,Graduation,Partner,77044.0,0.0,1.0,2013-10-27,12.0,625.0,38.0,242.0,50.0,34.0,76.0,2.0,7.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,2
1206,Graduation,Partner,74918.0,0.0,0.0,2013-03-12,78.0,972.0,59.0,913.0,25.0,19.0,59.0,1.0,5.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,1
1207,Graduation,Partner,56721.0,1.0,1.0,2012-10-31,64.0,157.0,6.0,39.0,6.0,13.0,75.0,5.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0
1208,Graduation,Single,42160.0,1.0,1.0,2013-06-28,26.0,48.0,9.0,45.0,3.0,15.0,20.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0
1209,Graduation,Single,61559.0,0.0,1.0,2013-07-17,8.0,279.0,83.0,88.0,32.0,14.0,34.0,1.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0
1210,PhD,Partner,33629.0,1.0,1.0,2012-08-08,49.0,132.0,0.0,16.0,0.0,0.0,4.0,5.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0
1211,PhD,Partner,68682.0,0.0,0.0,2013-10-06,56.0,919.0,0.0,505.0,99.0,30.0,45.0,1.0,4.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1
1212,Graduation,Single,34377.0,0.0,1.0,2013-01-19,55.0,62.0,0.0,22.0,3.0,1.0,26.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2
1213,UnderGraduate,Single,8940.0,1.0,0.0,2012-08-22,25.0,1.0,45.0,3.0,4.0,6.0,42.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1
1214,Graduation,Partner,26228.0,1.0,0.0,2013-09-22,50.0,2.0,6.0,4.0,3.0,1.0,9.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2
1215,UnderGraduate,Single,77297.0,0.0,0.0,2013-01-26,84.0,408.0,61.0,109.0,48.0,122.0,41.0,1.0,5.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,0
1216,Graduation,Partner,40211.0,1.0,1.0,2013-07-30,30.0,51.0,1.0,7.0,2.0,1.0,25.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,2
1217,PhD,Single,33438.0,1.0,1.0,2013-09-22,81.0,62.0,1.0,16.0,3.0,2.0,6.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0
1218,PhD,Partner,75032.0,0.0,1.0,2013-04-28,74.0,952.0,12.0,180.0,47.0,12.0,12.0,2.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1
1219,PhD,Single,61284.0,0.0,0.0,2013-10-12,76.0,618.0,15.0,106.0,20.0,7.0,45.0,1.0,11.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,0
1220,Graduation,Partner,22518.0,1.0,0.0,2012-10-22,36.0,11.0,7.0,12.0,2.0,2.0,27.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,0
1221,Master,Partner,54730.0,0.0,1.0,2013-08-15,64.0,318.0,3.0,17.0,4.0,7.0,56.0,5.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0
1222,Master,Partner,38452.0,1.0,1.0,2014-03-30,62.0,56.0,0.0,14.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1
1223,Graduation,Single,44421.0,1.0,1.0,2013-02-15,53.0,110.0,5.0,59.0,7.0,1.0,7.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0
1224,PhD,Partner,38197.0,1.0,0.0,2013-06-29,86.0,23.0,0.0,11.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0
1225,Graduation,Single,41986.0,0.0,1.0,2014-02-09,15.0,27.0,5.0,8.0,8.0,3.0,12.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2
1226,Graduation,Partner,28427.0,1.0,0.0,2013-03-21,67.0,18.0,3.0,19.0,3.0,3.0,6.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2
1227,PhD,Partner,37395.0,1.0,0.0,2014-05-02,47.0,18.0,0.0,9.0,0.0,1.0,11.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0
1228,Graduation,Partner,64722.0,1.0,0.0,2014-05-26,47.0,303.0,0.0,280.0,60.0,147.0,15.0,4.0,8.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2
1229,Master,Partner,55249.0,0.0,1.0,2014-04-17,81.0,97.0,1.0,19.0,2.0,0.0,11.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0
1230,Graduation,Partner,84906.0,0.0,0.0,2013-10-04,98.0,997.0,15.0,414.0,99.0,30.0,76.0,1.0,5.0,6.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,52.0,0
1231,Graduation,Partner,28691.0,1.0,0.0,2013-07-04,56.0,5.0,4.0,13.0,8.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0
1232,Graduation,Single,44213.0,1.0,1.0,2013-11-29,48.0,95.0,11.0,35.0,0.0,4.0,7.0,4.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0
1233,UnderGraduate,Single,25707.0,1.0,0.0,2014-01-18,18.0,1.0,6.0,2.0,3.0,6.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0
1234,PhD,Partner,59062.0,2.0,1.0,2013-10-03,74.0,46.0,1.0,12.0,3.0,0.0,9.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0
1235,Graduation,Single,76624.0,0.0,1.0,2014-05-24,68.0,411.0,106.0,147.0,54.0,115.0,66.0,1.0,5.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,1
1236,Master,Partner,66000.0,0.0,0.0,2014-04-20,36.0,244.0,51.0,270.0,101.0,0.0,45.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0
1237,PhD,Partner,27683.0,1.0,0.0,2012-08-04,90.0,152.0,9.0,121.0,12.0,12.0,45.0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1
